LSV,Org/Des,Delay_hours
L,LHBP,0.7616666666666667
S,LSGG,0.3
S,LTFJ,0.42833333333333334
L,ESSA,0.37333333333333335
L,LTBA,0.2791666666666667
L,DTTA,0.8313888888888888
S,DTTA,0.9013888888888889
S,LEMD,0.32722222222222225
S,HEGN,0.35
S,LEPA,0.4
L,LEPA,0.72
S,LPMA,0.35
S,KPHL,0.6166666666666667
S,CYYZ,0.6472222222222223
L,EFHK,0.5972222222222222
S,EFHK,0.8333333333333334
S,EGLL,0.3958333333333333
L,EGLL,0.5525
S,EGLL,0.25
L,EGLC,0.6713888888888889
S,EGLC,0.645
L,EGLC,0.4083333333333333
S,EIDW,0.25
L,EDDK,0.8838888888888888
S,EDDK,0.7497222222222222
L,EDDK,0.5013888888888889
S,EDDK,0.5566666666666666
L,EDDH,1.083888888888889
S,EDDH,1.0380555555555555
L,EDDL,0.5005555555555555
S,EDDL,0.5330555555555555
L,EGGW,0.40555555555555556
S,EGGW,0.46555555555555556
L,EGGW,0.3238888888888889
S,EGGW,0.3838888888888889
L,EDDT,0.28888888888888886
S,EDDT,0.4652777777777778
S,EGKK,0.32722222222222225
L,BIKF,0.34805555555555556
S,BIKF,0.36833333333333335
S,HEGN,0.8605555555555555
S,LWSK,0.8055555555555556
L,LWSK,0.5261111111111111
S,LJLJ,0.7691666666666667
S,EHAM,0.4666666666666667
L,EHAM,0.5555555555555556
S,EHAM,0.4141666666666667
S,LMML,0.46805555555555556
L,EDDF,0.4041666666666667
S,EDDF,0.335
L,EDDF,0.4438888888888889
S,EDDF,0.4583333333333333
L,EDDF,1.0841666666666667
S,EDDF,1.3308333333333333
L,EDDF,0.3913888888888889
S,EDDF,0.2613888888888889
L,EDDM,0.5241666666666667
S,EDDM,0.6983333333333334
S,KORD,0.35
S,KJFK,0.4666666666666667
S,KSFO,1.0791666666666666
S,KLAX,0.3236111111111111
S,CYUL,0.35
S,VIDP,0.25
L,VIDP,5.731944444444444
S,RJAA,0.3
S,VTBS,0.4666666666666667
S,HECA,0.6833333333333333
S,OOMS,0.36666666666666664
S,LLBG,0.36666666666666664
L,LLBG,0.30666666666666664
S,LLBG,0.35
L,EGLL,0.30027777777777775
S,EGLL,0.35
L,EGLL,0.4025
L,EGBB,0.2725
S,LFBD,0.41555555555555557
L,LFMN,0.4891666666666667
S,LFMN,0.4
L,LFMN,0.5894444444444444
L,LFPG,0.3113888888888889
L,EHAM,0.5172222222222222
S,EHAM,0.35
L,EHAM,0.2688888888888889
S,EBBR,0.29583333333333334
S,EBBR,0.3288888888888889
S,EDDV,0.5311111111111111
S,EDDW,0.6238888888888889
L,EDDW,0.3875
L,EDDT,0.36972222222222223
L,EDDT,0.3516666666666667
S,EDDL,0.2833333333333333
S,EDDH,0.3333333333333333
L,EDDF,0.7197222222222223
S,EDDF,1.0
L,EDDF,0.5138888888888888
S,EDDS,0.8108333333333333
L,EDDS,0.2961111111111111
S,ENGM,0.2833333333333333
L,ENGM,0.4313888888888889
L,ESGG,0.6338888888888888
L,ESSA,0.33111111111111113
S,UUDD,1.0666666666666667
S,UUDD,0.3333333333333333
L,UUDD,0.4572222222222222
S,EPWA,0.2702777777777778
S,EPWA,0.6166666666666667
L,EPWA,0.4197222222222222
S,LYBE,0.4666666666666667
L,LYBE,0.32472222222222225
S,LYNI,0.43277777777777776
S,LOWG,0.25194444444444447
S,LOWW,0.3
L,LOWW,0.32916666666666666
S,LIMC,0.45
L,LIMC,1.7077777777777778
S,LIRN,0.25
S,LIBR,0.36666666666666664
S,LIRF,0.4
S,LEMD,0.26666666666666666
S,LEBB,0.26666666666666666
L,LPPT,0.2836111111111111
L,LEMG,0.7036111111111111
L,LEVC,0.5897222222222223
S,LSGG,0.2833333333333333
S,LSGG,0.9166666666666666
L,LSGG,0.3641666666666667
L,LLBG,0.9377777777777778
S,LLBG,0.30444444444444446
L,LOWW,0.3063888888888889
S,LOWW,0.44083333333333335
L,LOWW,0.9358333333333333
S,LOWW,0.8444444444444444
S,LOWW,0.32944444444444443
S,UKBB,0.31972222222222224
S,EKCH,0.4
L,ESSA,0.26222222222222225
S,ESSA,0.3333333333333333
L,HEGN,0.5675
S,HEGN,0.6047222222222223
L,UUEE,0.4275
L,LTBA,0.4311111111111111
L,LTBA,0.43527777777777776
S,LTBA,0.5880555555555556
S,LPPR,0.6441666666666667
S,LPPT,0.675
L,MMUN,0.3711111111111111
S,LICA,0.45
S,LWSK,0.55
S,CYYZ,1.4302777777777778
L,LFPG,0.38166666666666665
L,EGLL,0.25722222222222224
S,EGLL,0.5166666666666667
L,EGLC,0.6636111111111112
S,EGLC,0.95
L,EGLC,0.6416666666666667
L,EGLC,0.5405555555555556
S,EGLC,0.5166666666666667
L,VHHH,0.465
L,OMDB,0.2822222222222222
S,EDDK,0.2877777777777778
S,EDDT,0.3163888888888889
L,EDDT,0.7719444444444444
S,EDDT,0.89
L,EHAM,0.25277777777777777
S,EHAM,0.7986111111111112
L,OLBA,16.12611111111111
L,LPMA,0.7044444444444444
S,LWSK,0.6836111111111111
L,LWSK,0.9744444444444444
L,LEMD,0.33305555555555555
S,LEMD,0.25
S,EHAM,2.716666666666667
S,EHAM,2.45
L,EHAM,3.0494444444444446
S,EHAM,3.4833333333333334
L,EHAM,0.3
S,EHAM,0.5486111111111112
L,EHAM,2.1666666666666665
S,EHAM,2.1883333333333335
S,LMML,0.5716666666666667
S,EDDF,0.8747222222222222
S,EDDF,1.063611111111111
L,EDDF,2.608888888888889
S,EDDF,2.655
S,EDDM,0.485
L,EDDM,0.7163888888888889
S,EDDM,0.6308333333333334
L,EDDM,0.5272222222222223
S,EDDM,0.2833333333333333
S,EPWA,0.2563888888888889
S,KORD,0.8333333333333334
S,KJFK,0.43333333333333335
S,KJFK,1.3166666666666667
S,KEWR,2.35
S,KSFO,0.55
L,KSFO,0.5011111111111111
S,KLAX,0.7166666666666667
L,KLAX,0.6086111111111111
S,KBOS,0.5
S,KMIA,1.05
L,VHHH,0.4502777777777778
S,VIDP,0.36666666666666664
L,VIDP,2.681388888888889
S,RJAA,0.4666666666666667
S,VTBS,0.31666666666666665
S,ZSPD,0.43333333333333335
L,ZSPD,2.2872222222222223
L,HECA,0.7238888888888889
L,LLBG,0.47194444444444444
S,EGLL,0.4166666666666667
L,EGLL,0.2594444444444444
S,EGCC,0.5608333333333333
L,EGCC,0.45861111111111114
S,EGLC,0.6333333333333333
L,EGLC,0.9663888888888889
L,EGLC,0.7025
S,EGLC,0.28194444444444444
S,LFBD,0.37305555555555553
S,LFMN,0.5605555555555556
L,LFMN,0.42333333333333334
S,LFPG,0.45694444444444443
S,LFPG,0.8333333333333334
L,LFPG,1.061388888888889
S,EHAM,2.8666666666666667
L,EHAM,2.7716666666666665
S,EHAM,2.9166666666666665
L,EHAM,3.1727777777777777
S,EHAM,0.8333333333333334
L,EHAM,1.2130555555555556
S,ELLX,0.8619444444444444
L,ELLX,0.5361111111111111
L,EBBR,0.2608333333333333
S,EBBR,0.3
S,EBBR,0.25
L,EDDV,0.28194444444444444
S,EDDV,0.3263888888888889
L,EDDV,0.3947222222222222
S,EDDC,0.5947222222222223
S,EDDT,0.4166666666666667
S,EDDT,0.31666666666666665
L,EDDT,0.3861111111111111
L,EDDT,0.31194444444444447
L,EDDT,0.2863888888888889
S,EDDL,0.55
L,EDDL,0.44666666666666666
S,EDDL,0.4666666666666667
L,EDDH,0.27805555555555556
S,EDDF,0.4666666666666667
S,EDDF,0.5397222222222222
L,EDDF,1.4419444444444445
S,EDDF,0.8166666666666667
L,EDDF,1.11
S,EDDM,0.35305555555555557
S,EDDN,0.7113888888888888
L,EDDN,0.2611111111111111
S,ESSA,0.31666666666666665
S,ESSA,0.38333333333333336
S,EKCH,0.3
S,EPWA,0.5963888888888889
L,EPWA,0.44277777777777777
L,EPWA,0.3025
L,EPKK,0.44805555555555554
S,EPWR,0.32
S,LYBE,0.8666666666666667
L,LYBE,0.7741666666666667
S,LKPR,0.295
L,LKPR,0.5125
S,LKPR,0.8941666666666667
L,LKPR,0.435
S,LOWG,0.5
S,LOWW,0.5833333333333334
L,LOWW,0.895
S,LOWW,0.75
L,LOWW,1.055
S,LOWW,0.25
L,LOWW,0.37472222222222223
S,LIMC,0.2833333333333333
S,LIMC,0.5166666666666667
S,LIPZ,0.5
L,LIPZ,0.5805555555555556
S,LIPZ,0.5166666666666667
S,LIRQ,0.3333333333333333
S,LIRF,0.55
L,LIRF,0.28444444444444444
S,LIRF,0.31666666666666665
L,LIRF,0.4125
S,LGAV,0.6166666666666667
L,LGAV,0.32305555555555554
S,LGAV,0.26666666666666666
S,LEBL,0.4
L,LEBL,0.40805555555555556
S,LEBL,0.3
L,LEBL,0.5633333333333334
S,LPPR,0.5333333333333333
L,LPPR,0.46805555555555556
S,LPPT,0.5038888888888889
L,LPPT,0.9013888888888889
L,LHBP,0.37083333333333335
S,LHBP,0.6666666666666666
L,LHBP,0.7544444444444445
S,UKBB,0.38333333333333336
L,UKBB,0.43083333333333335
S,LSGG,0.2833333333333333
S,LSGG,0.4166666666666667
S,LSGG,0.45
L,LSGG,0.45694444444444443
S,LSGG,0.43333333333333335
S,LSZA,0.3219444444444444
L,LOWW,0.9377777777777778
S,LOWW,0.8894444444444445
L,LOWW,0.265
S,LOWW,0.7961111111111111
S,LOWW,0.5225
L,LOWW,0.33305555555555555
S,LOWW,1.3627777777777779
S,LDZA,0.27555555555555555
S,LTFJ,0.2922222222222222
L,UKBB,0.2725
S,UKBB,0.7369444444444444
L,OTBD,0.26666666666666666
L,EKCH,0.38027777777777777
S,EKCH,0.46694444444444444
S,EKCH,0.26666666666666666
S,ENGM,0.38166666666666665
L,ESSA,0.3063888888888889
S,WSSS,0.26055555555555554
L,WSSS,0.6063888888888889
S,UUEE,0.4280555555555556
S,VTBS,0.47444444444444445
S,LPPR,0.395
S,LPPT,0.2986111111111111
S,LPPT,0.6986111111111111
L,LPPT,0.3566666666666667
S,KEWR,0.47833333333333333
L,LEMD,0.2927777777777778
S,LEMD,0.2972222222222222
S,MUHA,0.6666666666666666
S,MDPC,0.5333333333333333
L,VTSP,0.415
S,VVTS,0.36666666666666664
S,GMMX,0.55
L,GMMX,0.4961111111111111
L,GCLP,0.3438888888888889
S,GCTS,0.26666666666666666
L,LICC,0.4741666666666667
L,CYYZ,0.3263888888888889
S,CYYZ,0.9869444444444444
L,LIRF,0.25916666666666666
L,EGLC,0.27555555555555555
L,EDDK,1.1388888888888888
S,EDDK,1.1688888888888889
S,EDDH,0.33444444444444443
S,LPPR,0.8061111111111111
L,LEMD,0.4766666666666667
S,LEMD,0.3497222222222222
S,EDDF,0.2544444444444444
S,EDDF,0.3997222222222222
L,EDDF,0.28944444444444445
S,EDDM,0.30583333333333335
L,EPWA,0.43777777777777777
S,EPWA,0.3338888888888889
S,KJFK,1.2333333333333334
L,KEWR,1.6375
S,KSFO,0.26666666666666666
S,KLAX,1.2333333333333334
L,KLAX,1.1097222222222223
L,KMIA,0.5366666666666666
S,KMIA,0.25
L,SBGR,2.0480555555555555
S,VHHH,0.43333333333333335
L,VIDP,2.651388888888889
S,VTBS,0.26666666666666666
L,HECA,0.2627777777777778
S,EGLL,0.45
S,LFBD,1.6833333333333333
L,LFBD,1.3769444444444445
S,LFBD,1.9333333333333333
L,LFBD,1.3605555555555555
L,LFMN,0.5569444444444445
S,LFPG,0.35
L,LFPG,0.35944444444444446
S,ELLX,0.5411111111111111
L,EBBR,0.3288888888888889
S,EDDV,1.15
L,EDDV,0.8452777777777778
S,EDDW,0.26666666666666666
L,EDDT,0.25
L,EDDT,0.3491666666666667
L,EDDF,0.3486111111111111
S,EDDF,0.3
S,EDDS,0.5833333333333334
L,EDDS,0.3680555555555556
S,EDDN,0.2916666666666667
S,ENGM,0.42527777777777775
S,UUDD,0.26666666666666666
S,LYBE,0.38333333333333336
L,LYBE,0.25666666666666665
S,LKPR,0.45
S,LIMC,0.3
S,LIPZ,0.26666666666666666
S,LGAV,0.25
S,LEBL,0.38333333333333336
L,LEMD,0.29833333333333334
L,LEMD,1.4705555555555556
L,LPPT,0.3327777777777778
L,LEVC,0.6569444444444444
S,LHBP,0.43333333333333335
S,LSGG,0.2833333333333333
L,LSZA,0.2997222222222222
S,LOWW,0.3036111111111111
S,LTFJ,0.27
L,OTBD,0.4211111111111111
L,ESSA,0.9166666666666666
S,ESSA,0.8391666666666666
L,LFLL,0.2613888888888889
L,DTTA,0.9225
S,DTTA,0.8469444444444445
L,LEMD,0.31194444444444447
L,MUHA,0.5916666666666667
L,VVTS,0.6075
L,GMMX,0.4363888888888889
L,GCFV,0.28444444444444444
S,GCRR,0.4
L,GCRR,0.49527777777777776
S,CYYZ,0.5591666666666667
L,LFPG,0.4444444444444444
L,LFPG,0.30527777777777776
S,LFPG,0.2652777777777778
S,LIRF,0.33916666666666667
L,EGLL,0.48333333333333334
S,EGLL,0.6
L,EGLC,0.3852777777777778
L,OMDB,0.26611111111111113
S,EDDL,0.3219444444444444
S,EDDL,0.2975
L,HEGN,0.6091666666666666
S,BKPR,0.8163888888888889
L,BKPR,4.748611111111111
S,EHAM,1.0141666666666667
S,EHAM,0.31083333333333335
S,LMML,0.6652777777777777
S,EDDF,0.4922222222222222
S,EDDF,0.47694444444444445
S,EDDF,0.5227777777777778
S,EDDM,0.3047222222222222
L,EDDM,0.3525
S,KJFK,0.26666666666666666
S,KJFK,0.6333333333333333
S,KSFO,0.36666666666666664
S,KLAX,0.4722222222222222
S,CYUL,0.26666666666666666
L,VIDP,2.2344444444444442
S,VTBS,0.31666666666666665
L,VTBS,0.33555555555555555
S,EGLL,0.25
S,EGLL,0.6333333333333333
L,EGLL,0.3194444444444444
S,EGLC,0.7469444444444444
L,EGLC,0.4241666666666667
L,EGLC,0.30944444444444447
L,EHAM,0.6511111111111111
L,ELLX,0.4986111111111111
L,EBBR,0.2683333333333333
S,EBBR,0.3333333333333333
L,EBBR,0.3438888888888889
S,EDDV,0.2808333333333333
L,EDDV,0.32916666666666666
S,EDDV,0.6833333333333333
S,EDDW,0.2725
S,EDDW,0.6008333333333333
L,EDDW,0.5169444444444444
S,EDDC,0.48333333333333334
S,EDDT,0.31666666666666665
L,EDDT,0.3
L,EDDT,0.36583333333333334
L,EDDT,0.28583333333333333
L,EDDT,0.26944444444444443
L,EDDL,0.2602777777777778
L,EDDL,0.3441666666666667
L,EDDH,0.4230555555555556
L,EDDH,0.33
S,EDDF,0.7166666666666667
L,EDDF,0.7358333333333333
S,EDDF,0.5
S,EDDM,0.38333333333333336
L,EDDM,0.39944444444444444
S,EDDS,0.39361111111111113
S,EDDN,1.28
L,EDDN,1.158611111111111
S,EPWA,0.26666666666666666
S,EPWA,0.4608333333333333
L,EPWA,0.31055555555555553
S,LOWG,0.4122222222222222
S,LIMC,0.6833333333333333
L,LIMC,0.3175
S,LIMC,0.7322222222222222
S,LIPZ,0.3333333333333333
S,LIRQ,1.5175
L,LIRQ,1.7022222222222223
L,LIRQ,0.4752777777777778
S,LIRF,0.36666666666666664
S,LGAV,0.3
L,LEBL,0.2816666666666667
L,LEMD,0.31472222222222224
S,LPPR,0.4166666666666667
L,LPPR,0.28305555555555556
L,LEMG,1.2194444444444446
L,LEVC,0.3933333333333333
L,LEPA,0.85
S,LHBP,0.4166666666666667
S,LHBP,0.4
L,LHBP,0.25805555555555554
S,LSGG,0.25
S,LSGG,0.3333333333333333
L,LSGG,0.3244444444444444
S,LLBG,0.39916666666666667
S,LOWW,0.3436111111111111
S,LTFJ,0.28555555555555556
L,OTBD,0.3288888888888889
S,EKCH,0.25
L,EKCH,0.38027777777777777
S,EKCH,0.6008333333333333
L,LFLL,0.48527777777777775
S,LFLL,0.44555555555555554
S,LPPR,0.5166666666666667
L,LPPR,0.2613888888888889
L,LPPT,0.26944444444444443
S,LPPT,0.455
L,LPPT,0.48444444444444446
L,HEGN,0.33194444444444443
L,GCLP,0.37805555555555553
L,LEZL,0.32083333333333336
S,LICC,0.25
S,LWSK,0.4
L,LPMA,0.7944444444444444
L,LFPG,0.4533333333333333
S,LFPG,0.4166666666666667
L,LFPG,1.468888888888889
S,LFPG,1.4744444444444444
L,LFPG,0.9344444444444444
S,LFPG,0.6069444444444444
L,GMMN,0.2777777777777778
L,EGLL,0.44055555555555553
L,OMDB,0.3
S,EDDK,0.2863888888888889
L,EDDK,0.2619444444444444
L,EGGW,4.943611111111111
S,EGGW,4.94
S,LIRN,0.3211111111111111
S,LPPR,0.4275
L,EHAM,0.6513888888888889
S,EHAM,0.53
S,EGKK,0.3163888888888889
L,BIKF,0.9955555555555555
S,BIKF,1.1891666666666667
L,BKPR,0.30777777777777776
S,LEMD,0.6125
L,LEMD,0.38722222222222225
L,EHAM,0.5466666666666666
S,EHAM,0.7480555555555556
S,EHAM,0.35805555555555557
L,EHAM,0.4072222222222222
S,EHAM,0.29305555555555557
L,EDDF,0.3219444444444444
S,EDDF,0.4888888888888889
S,EDDM,0.26472222222222225
S,KORD,0.4666666666666667
S,KJFK,0.5166666666666667
S,KEWR,0.31666666666666665
S,KSFO,0.7666666666666667
S,KLAX,0.6
S,KBOS,0.35
S,KMIA,1.05
L,KMIA,0.9661111111111111
L,KMIA,0.27055555555555555
S,SBGR,0.26222222222222225
L,VIDP,2.501388888888889
S,RJAA,0.48333333333333334
S,ZSPD,0.65
S,ZBAA,0.3333333333333333
S,OOMS,0.55
L,OOMS,0.6388888888888888
S,LLBG,0.35
L,LLBG,0.32305555555555554
L,EGLL,0.36666666666666664
L,EGLL,0.7113888888888888
S,EGLL,0.36666666666666664
S,EGCC,0.5833333333333334
L,EGCC,0.6005555555555555
L,EGCC,0.3372222222222222
S,EGBB,0.3947222222222222
L,EGBB,0.30722222222222223
S,EGLC,0.5416666666666666
L,EGLC,0.46555555555555556
L,EGLC,0.4297222222222222
L,EGLC,0.4419444444444444
S,LFMN,0.35
L,LFMN,0.47194444444444444
S,LFPG,0.2833333333333333
S,LFPG,0.45
L,LFPG,0.3030555555555556
S,LFPG,0.3333333333333333
S,LFPG,0.3333333333333333
L,LFPG,0.3688888888888889
L,EHAM,1.6583333333333334
S,EHAM,0.5166666666666667
L,EHAM,0.29194444444444445
S,EHAM,0.3333333333333333
S,ELLX,0.6077777777777778
L,ELLX,0.6202777777777778
L,ELLX,0.5455555555555556
S,EBBR,1.2769444444444444
S,EBBR,0.7666666666666667
L,EBBR,0.8072222222222222
S,EBBR,1.2
L,EBBR,1.4144444444444444
S,EBBR,0.31666666666666665
L,EBBR,0.7616666666666667
S,EDDV,0.455
S,EDDV,0.9166666666666666
L,EDDV,0.7152777777777778
S,EDDV,0.3
S,EDDW,1.0138888888888888
L,EDDW,1.236388888888889
S,EDDP,0.25055555555555553
S,EDDC,0.295
S,EDDT,0.45
L,EDDT,0.7936111111111112
L,EDDT,0.5183333333333333
L,EDDT,0.5177777777777778
L,EDDT,0.5016666666666667
L,EDDT,0.29944444444444446
S,EDDT,0.5833333333333334
L,EDDT,0.46194444444444444
L,EDDT,0.25805555555555554
L,EDDT,0.41888888888888887
L,EDDL,0.5619444444444445
S,EDDL,0.5333333333333333
L,EDDL,0.5830555555555555
L,EDDL,0.4625
S,EDDL,0.36666666666666664
L,EDDL,0.5358333333333334
L,EDDH,0.295
S,EDDH,0.8
L,EDDH,0.7436111111111111
S,EDDH,0.7666666666666667
L,EDDH,0.8436111111111111
L,EDDH,0.5480555555555555
L,EDDF,0.5258333333333334
S,EDDF,0.5
L,EDDF,0.5680555555555555
S,EDDM,0.45166666666666666
S,EDDS,0.2825
L,EDDS,0.29777777777777775
L,EDDN,0.47805555555555557
L,ESSA,0.6316666666666667
L,ESSA,0.7611111111111111
L,EKCH,0.33805555555555555
S,EKCH,0.4666666666666667
L,EKCH,0.2916666666666667
S,UUDD,0.26666666666666666
S,UUDD,0.26666666666666666
L,EPWA,1.1602777777777777
S,EPKK,0.31444444444444447
L,EPKK,0.9530555555555555
S,LYBE,0.55
L,LYBE,0.8016666666666666
S,LKPR,0.65
L,LKPR,0.5869444444444445
S,LOWW,0.2833333333333333
L,LOWW,0.5488888888888889
S,LOWW,0.38333333333333336
L,LOWW,1.2513888888888889
L,LOWW,0.4713888888888889
S,LOWW,0.43333333333333335
L,LIMC,0.4483333333333333
S,LIMC,0.45111111111111113
S,LIMC,1.0102777777777778
S,LIPZ,0.45
S,LIPZ,0.85
L,LIRF,0.27666666666666667
L,LIRF,0.29138888888888886
L,LGAV,0.3522222222222222
S,LGAV,0.4
L,LGAV,0.29694444444444446
S,LGAV,0.48333333333333334
S,LEBL,0.6
S,LEBL,0.9166666666666666
L,LEBL,0.5105555555555555
S,LEMD,0.2916666666666667
L,LEMD,0.7163888888888889
S,LEMD,0.4
L,LEMD,0.3605555555555556
L,LPPT,0.37027777777777776
L,LEMG,0.6247222222222222
S,LEVC,0.2833333333333333
L,LEVC,0.27194444444444443
S,LHBP,0.25
L,LHBP,0.3302777777777778
S,LHBP,0.75
L,LHBP,0.2544444444444444
S,LSGG,0.65
L,LSGG,0.44333333333333336
S,LSZA,0.27555555555555555
L,LSZA,0.4286111111111111
S,LLBG,0.8558333333333333
S,LOWW,0.5791666666666667
L,LOWW,0.4075
L,UKBB,0.42138888888888887
S,UKBB,0.3586111111111111
S,EKCH,0.3
S,ENGM,0.3713888888888889
S,UUEE,0.34
L,LFLL,0.33666666666666667
S,LFLL,0.3416666666666667
L,LFLL,0.5136111111111111
S,LFLL,0.3238888888888889
S,LTBA,0.3725
S,LPPR,0.7594444444444445
L,LPPR,0.47333333333333333
L,LPPT,0.4052777777777778
S,LPPT,0.7255555555555555
S,LPPT,0.7722222222222223
L,LPPT,0.48388888888888887
L,LEMD,0.5363888888888889
L,LEBL,0.3288888888888889
S,LEBL,0.41638888888888886
L,LEPA,0.3352777777777778
S,LEPA,0.5519444444444445
L,EKBI,0.44722222222222224
S,MUHA,0.4
S,VVTS,0.36666666666666664
S,VCBI,0.4666666666666667
S,GCLP,0.45
L,GCLA,0.3511111111111111
S,LEPA,0.36666666666666664
L,LPFR,0.40944444444444444
S,CYYZ,0.55
S,CYYZ,1.1977777777777778
L,LFPG,0.47944444444444445
S,EGLL,6.55
L,EGLL,0.3566666666666667
S,EGLL,0.45
L,EGLL,0.38333333333333336
S,EGLL,1.15
L,EGLL,0.26861111111111113
S,EGLL,0.45
S,EVRA,0.3852777777777778
S,EGLC,0.3
L,EIDW,0.5088888888888888
S,EIDW,0.5
L,EDDH,1.3344444444444445
S,EDDH,1.226388888888889
L,EDDH,0.4336111111111111
S,EDDH,0.3575
S,EDDL,0.2813888888888889
L,LPPT,0.5105555555555555
S,LPPT,0.5038888888888889
L,EGKK,0.25027777777777777
S,EGKK,0.3527777777777778
S,LEPA,0.74
S,LEMD,0.2561111111111111
S,EHAM,0.3
S,EHAM,0.6166666666666667
L,EHAM,0.7794444444444445
S,EHAM,0.9086111111111111
S,EHAM,0.6275
L,EHAM,0.3952777777777778
S,EHAM,0.2866666666666667
L,EHAM,0.4013888888888889
L,EDDF,0.32
S,EDDF,0.37
S,KORD,0.25
L,KJFK,0.6077777777777778
S,KEWR,0.4666666666666667
S,KBOS,0.4166666666666667
S,KMIA,0.45
L,VIDP,2.783333333333333
L,WSSS,0.2975
L,OOMS,0.3386111111111111
S,EGLL,0.5333333333333333
L,EGLL,0.7097222222222223
S,EGLL,0.7666666666666667
L,EGLL,0.41805555555555557
S,EGLL,0.35
L,EGLL,0.4280555555555556
L,EGBB,0.31333333333333335
L,EGLC,0.36916666666666664
L,EGLC,0.40166666666666667
S,LFMN,0.6833333333333333
L,LFMN,0.5166666666666667
S,LFMN,0.48333333333333334
S,LFPG,0.2833333333333333
L,LFPG,0.6608333333333334
L,LFPG,0.255
S,EHAM,0.31666666666666665
L,EHAM,0.5844444444444444
S,ELLX,0.5505555555555556
S,ELLX,0.26222222222222225
S,EBBR,0.25
S,EBBR,0.25
S,EBBR,0.48055555555555557
L,EBBR,0.33611111111111114
S,EDDV,0.26666666666666666
S,EDDW,0.5022222222222222
S,EDDC,0.6947222222222222
L,EDDC,0.37833333333333335
L,EDDT,0.25222222222222224
S,EDDT,0.6833333333333333
L,EDDT,0.48305555555555557
L,EDDT,0.2783333333333333
S,EDDT,0.26666666666666666
L,EDDT,0.31166666666666665
S,EDDT,0.25
L,EDDT,0.5197222222222222
S,EDDL,0.8666666666666667
L,EDDL,0.4575
S,EDDL,0.4
L,EDDL,0.3113888888888889
S,EDDL,0.45
L,EDDL,0.2538888888888889
S,EDDL,0.4
L,EDDL,0.46194444444444444
L,EDDH,0.6166666666666667
S,EDDH,0.4166666666666667
L,EDDH,0.5333333333333333
L,EDDF,0.6455555555555555
S,EDDS,0.2588888888888889
S,EDDS,0.2544444444444444
S,ESSA,0.2811111111111111
L,ESSA,0.61
S,ESSA,0.4
S,EKCH,0.7166666666666667
L,EKCH,0.4486111111111111
S,UUDD,0.4166666666666667
S,UUDD,0.4
S,EPWA,0.36666666666666664
L,EPWA,0.5625
S,LKPR,0.4
S,LKPR,0.3333333333333333
S,LOWW,0.31666666666666665
L,LOWW,0.37972222222222224
S,LOWW,0.43333333333333335
L,LOWW,0.34694444444444444
S,LOWW,1.35
L,LOWW,1.3325
S,LIMC,0.5
S,LIPZ,0.5166666666666667
S,LIRF,0.6666666666666666
L,LIRF,1.0988888888888888
S,LIRF,0.48333333333333334
L,LIRF,1.288888888888889
L,LGAV,0.2733333333333333
S,LGAV,0.7
S,LEBL,0.3333333333333333
L,LEBL,0.6322222222222222
L,LEBL,0.3527777777777778
S,LEBL,0.8833333333333333
L,LEBL,0.5780555555555555
L,LEMD,0.25972222222222224
L,LPPT,0.43722222222222223
S,LEPA,0.3333333333333333
L,LEPA,0.275
S,LHBP,0.31666666666666665
S,UKBB,0.26666666666666666
L,UKBB,0.435
S,LSGG,0.4
L,LSGG,0.3888888888888889
S,LSZA,0.2802777777777778
L,LLBG,0.34833333333333333
S,LOWW,0.3488888888888889
L,LOWW,0.3655555555555556
S,LOWW,0.4802777777777778
S,LOWW,0.6027777777777777
S,LOWW,0.2727777777777778
L,LDZA,0.7719444444444444
S,LDZA,0.3575
L,LTFJ,0.3472222222222222
S,LTFJ,0.3547222222222222
S,LTBA,0.4255555555555556
S,LPPR,0.7363888888888889
S,LPPR,0.3080555555555556
L,LPPR,0.4127777777777778
S,LPPT,0.49916666666666665
S,LPPT,0.36277777777777775
S,LPPT,0.7833333333333333
L,MUHA,0.5047222222222222
L,VVTS,0.5527777777777778
S,GMMX,0.25
S,LEPA,0.26666666666666666
S,LICA,0.4
L,OOMS,0.28833333333333333
L,EGLL,0.5116666666666667
S,EGLL,0.5666666666666667
L,VHHH,1.2175
S,LIRN,0.30277777777777776
S,EDDL,0.3322222222222222
L,EDDL,1.6122222222222222
S,EDDL,1.47
S,EHAM,0.3
S,EDDF,0.4166666666666667
S,EDDF,0.3288888888888889
L,EDDM,1.16
S,EDDM,1.3397222222222223
S,KMIA,0.25
S,KMIA,0.25
L,KMIA,0.3952777777777778
S,CYUL,0.7
S,SBGR,0.26666666666666666
L,VIDP,2.5369444444444444
S,OOMS,0.25
L,FAJS,0.3211111111111111
L,EGLL,0.3138888888888889
S,EGCC,0.4166666666666667
L,EGCC,0.25555555555555554
S,LFPG,0.2833333333333333
L,LFPG,0.26
L,LFPG,0.2986111111111111
L,EHAM,0.4230555555555556
L,EDDT,0.26361111111111113
L,EDDT,0.2575
L,EDDT,0.2891666666666667
L,EDDT,0.6972222222222222
S,EDDL,0.7
L,EDDL,0.49694444444444447
L,EDDH,0.2816666666666667
L,EDDF,0.2813888888888889
L,EDDF,0.7747222222222222
S,EDDM,0.35
S,EDDS,0.3269444444444444
S,EDDS,0.335
L,EDDS,0.26944444444444443
